DISTRICTNAME,UNITNAME,Year,TotalAccidents
Haveri,Guttal PS,2018,19
Haveri,Guttal PS,2019,24
Haveri,Guttal PS,2020,28
Haveri,Guttal PS,2021,18
Haveri,Guttal PS,2022,17
Haveri,Guttal PS,2023,14
Haveri,Halageri PS,2016,59
Haveri,Halageri PS,2017,47
Haveri,Halageri PS,2018,45
Haveri,Halageri PS,2019,54
Haveri,Halageri PS,2020,47
Haveri,Halageri PS,2021,39
Haveri,Halageri PS,2022,60
Haveri,Halageri PS,2023,64
Haveri,Hanagal PS,2016,58
Haveri,Hanagal PS,2017,50
Haveri,Hanagal PS,2018,40
Haveri,Hanagal PS,2019,44
Haveri,Hanagal PS,2020,55
Haveri,Hanagal PS,2021,46
Haveri,Hanagal PS,2022,51
Haveri,Hanagal PS,2023,9
Haveri,Hansabhavi PS,2016,27
Haveri,Hansabhavi PS,2017,41
Haveri,Hansabhavi PS,2018,32
Haveri,Hansabhavi PS,2019,32
Haveri,Hansabhavi PS,2020,28
Haveri,Hansabhavi PS,2021,32
Haveri,Hansabhavi PS,2022,34
Haveri,Hansabhavi PS,2023,24
Haveri,Haveri Rural PS,2016,59
Haveri,Haveri Rural PS,2017,37
Haveri,Haveri Rural PS,2018,42
Haveri,Haveri Rural PS,2019,32
Haveri,Haveri Rural PS,2020,28
Haveri,Haveri Rural PS,2021,39
Haveri,Haveri Rural PS,2022,50
Haveri,Haveri Rural PS,2023,32
Haveri,Haveri Town PS,2016,63
Haveri,Haveri Town PS,2017,8
Haveri,Haveri Traffic PS,2017,50
Haveri,Haveri Traffic PS,2018,62
Haveri,Haveri Traffic PS,2019,61
Haveri,Haveri Traffic PS,2020,42
Haveri,Haveri Traffic PS,2021,45
Haveri,Haveri Traffic PS,2022,45
Haveri,Haveri Traffic PS,2023,59
Haveri,Hirekerur  PS,2016,53
Haveri,Hirekerur  PS,2017,34
Haveri,Hirekerur  PS,2018,38
Haveri,Hirekerur  PS,2019,32
Haveri,Hirekerur  PS,2020,25
Haveri,Hirekerur  PS,2021,50
Haveri,Hirekerur  PS,2022,49
Haveri,Hirekerur  PS,2023,19
Haveri,Hulagur PS,2023,9
Haveri,Kaginele PS,2016,19
Haveri,Kaginele PS,2017,16
Haveri,Kaginele PS,2018,16
Haveri,Kaginele PS,2019,19
Haveri,Kaginele PS,2020,13
Haveri,Kaginele PS,2021,22
Haveri,Kaginele PS,2022,21
Haveri,Kaginele PS,2023,20
Haveri,Kumarapattanam PS,2016,43
Haveri,Kumarapattanam PS,2017,50
Haveri,Kumarapattanam PS,2018,48
Haveri,Kumarapattanam PS,2019,29
Haveri,Kumarapattanam PS,2020,39
Haveri,Kumarapattanam PS,2021,18
Haveri,Kumarapattanam PS,2022,31
Haveri,Kumarapattanam PS,2023,23
Haveri,Ranebennur Rural PS,2016,58
Haveri,Ranebennur Rural PS,2017,34
Haveri,Ranebennur Rural PS,2018,76
Haveri,Ranebennur Rural PS,2019,81
Haveri,Ranebennur Rural PS,2020,60
Haveri,Ranebennur Rural PS,2021,49
Haveri,Ranebennur Rural PS,2022,64
Haveri,Ranebennur Rural PS,2023,40
Haveri,Ranebennur Traffic PS,2016,58
Haveri,Ranebennur Traffic PS,2017,64
Haveri,Ranebennur Traffic PS,2018,65
Haveri,Ranebennur Traffic PS,2019,59
Haveri,Ranebennur Traffic PS,2020,30
Haveri,Ranebennur Traffic PS,2021,46
Haveri,Ranebennur Traffic PS,2022,60
Haveri,Ranebennur Traffic PS,2023,52
Haveri,Rattihalli PS,2016,20
Haveri,Rattihalli PS,2017,20
Haveri,Rattihalli PS,2018,19
Haveri,Rattihalli PS,2019,8
Haveri,Rattihalli PS,2020,19
Haveri,Rattihalli PS,2021,18
Haveri,Rattihalli PS,2022,24
Haveri,Rattihalli PS,2023,15
Haveri,Savanoor PS,2016,29
Haveri,Savanoor PS,2017,34
Haveri,Savanoor PS,2018,24
Haveri,Savanoor PS,2019,34
Haveri,Savanoor PS,2020,37
Haveri,Savanoor PS,2021,39
Haveri,Savanoor PS,2022,32
Haveri,Savanoor PS,2023,33
Haveri,Shiggaon PS,2016,40
Haveri,Shiggaon PS,2017,46
Haveri,Shiggaon PS,2018,47
Haveri,Shiggaon PS,2019,43
Haveri,Shiggaon PS,2020,37
Haveri,Shiggaon PS,2021,55
Haveri,Shiggaon PS,2022,43
Haveri,Shiggaon PS,2023,42
Haveri,Tadas PS,2016,37
Haveri,Tadas PS,2017,35
Haveri,Tadas PS,2018,38
Haveri,Tadas PS,2019,37
Haveri,Tadas PS,2020,23
Haveri,Tadas PS,2021,49
Haveri,Tadas PS,2022,49
Haveri,Tadas PS,2023,25
Hubballi Dharwad City,Dharwad Traffic PS,2016,231
Hubballi Dharwad City,Dharwad Traffic PS,2017,126
Hubballi Dharwad City,Dharwad Traffic PS,2018,114
Hubballi Dharwad City,Dharwad Traffic PS,2019,126
Hubballi Dharwad City,Dharwad Traffic PS,2020,109
Hubballi Dharwad City,Dharwad Traffic PS,2021,143
Hubballi Dharwad City,Dharwad Traffic PS,2022,148
Hubballi Dharwad City,Dharwad Traffic PS,2023,207
Hubballi Dharwad City,Hubballi East Traffic PS,2016,68
Hubballi Dharwad City,Hubballi East Traffic PS,2017,89
Hubballi Dharwad City,Hubballi East Traffic PS,2018,77
Hubballi Dharwad City,Hubballi East Traffic PS,2019,75
Hubballi Dharwad City,Hubballi East Traffic PS,2020,56
Hubballi Dharwad City,Hubballi East Traffic PS,2021,81
Hubballi Dharwad City,Hubballi East Traffic PS,2022,81
Hubballi Dharwad City,Hubballi East Traffic PS,2023,91
Hubballi Dharwad City,Hubballi North Traffic PS,2016,133
Hubballi Dharwad City,Hubballi North Traffic PS,2017,103
Hubballi Dharwad City,Hubballi North Traffic PS,2018,100
Hubballi Dharwad City,Hubballi North Traffic PS,2019,126
Hubballi Dharwad City,Hubballi North Traffic PS,2020,112
Hubballi Dharwad City,Hubballi North Traffic PS,2021,131
Hubballi Dharwad City,Hubballi North Traffic PS,2022,157
Hubballi Dharwad City,Hubballi North Traffic PS,2023,126
Hubballi Dharwad City,Hubballi South Traffic PS,2016,78
Hubballi Dharwad City,Hubballi South Traffic PS,2017,70
Hubballi Dharwad City,Hubballi South Traffic PS,2018,79
Hubballi Dharwad City,Hubballi South Traffic PS,2019,102
Hubballi Dharwad City,Hubballi South Traffic PS,2020,65
Hubballi Dharwad City,Hubballi South Traffic PS,2021,71
Hubballi Dharwad City,Hubballi South Traffic PS,2022,118
Hubballi Dharwad City,Hubballi South Traffic PS,2023,112
K.G.F,Andersonpet  PS,2016,18
K.G.F,Andersonpet  PS,2017,16
K.G.F,Andersonpet  PS,2018,15
K.G.F,Andersonpet  PS,2019,12
K.G.F,Andersonpet  PS,2020,4
K.G.F,Andersonpet  PS,2021,5
K.G.F,Andersonpet  PS,2022,9
K.G.F,Andersonpet  PS,2023,6
K.G.F,BEML Nagar PS,2016,11
K.G.F,BEML Nagar PS,2017,15
K.G.F,BEML Nagar PS,2018,24
K.G.F,BEML Nagar PS,2019,21
K.G.F,BEML Nagar PS,2020,4
K.G.F,BEML Nagar PS,2021,8
K.G.F,BEML Nagar PS,2022,7
K.G.F,BEML Nagar PS,2023,27
K.G.F,Bangarpet  PS,2016,36
K.G.F,Bangarpet  PS,2017,41
K.G.F,Bangarpet  PS,2018,63
K.G.F,Bangarpet  PS,2019,62
K.G.F,Bangarpet  PS,2020,57
K.G.F,Bangarpet  PS,2021,44
K.G.F,Bangarpet  PS,2022,64
K.G.F,Bangarpet  PS,2023,62
K.G.F,Bethamangala PS,2016,23
K.G.F,Bethamangala PS,2017,31
K.G.F,Bethamangala PS,2018,39
K.G.F,Bethamangala PS,2019,29
K.G.F,Bethamangala PS,2020,25
K.G.F,Bethamangala PS,2021,22
K.G.F,Bethamangala PS,2022,34
K.G.F,Bethamangala PS,2023,33
K.G.F,Budikote PS,2021,6
K.G.F,Budikote PS,2022,13
K.G.F,Budikote PS,2023,13
K.G.F,Champion Reefs  PS,2016,4
K.G.F,Champion Reefs  PS,2017,4
K.G.F,Champion Reefs  PS,2018,12
K.G.F,Champion Reefs  PS,2020,5
K.G.F,Champion Reefs  PS,2021,1
K.G.F,Kamasamudram PS,2016,10
K.G.F,Kamasamudram PS,2017,4
K.G.F,Kamasamudram PS,2018,5
K.G.F,Kamasamudram PS,2019,13
K.G.F,Kamasamudram PS,2020,11
K.G.F,Kamasamudram PS,2021,7
K.G.F,Kamasamudram PS,2022,5
K.G.F,Kamasamudram PS,2023,8
K.G.F,Kyasamballi PS,2021,4
K.G.F,Kyasamballi PS,2022,4
K.G.F,Kyasamballi PS,2023,10
K.G.F,Marikuppam  PS,2016,3
K.G.F,Marikuppam  PS,2017,6
K.G.F,Marikuppam  PS,2018,5
K.G.F,Marikuppam  PS,2019,7
K.G.F,Marikuppam  PS,2020,2
K.G.F,Marikuppam  PS,2021,2
K.G.F,Oorgaum PS,2016,14
K.G.F,Oorgaum PS,2017,11
K.G.F,Oorgaum PS,2018,9
K.G.F,Oorgaum PS,2019,8
K.G.F,Oorgaum PS,2020,3
K.G.F,Oorgaum PS,2021,1
K.G.F,Oorgaum PS,2022,4
K.G.F,Oorgaum PS,2023,6
K.G.F,Robertsonpet  PS,2016,6
K.G.F,Robertsonpet  PS,2017,2
K.G.F,Robertsonpet  PS,2018,3
K.G.F,Robertsonpet  PS,2019,4
K.G.F,Robertsonpet  PS,2020,10
K.G.F,Robertsonpet  PS,2021,7
K.G.F,Robertsonpet  PS,2022,7
K.G.F,Robertsonpet  PS,2023,9
Kalaburagi,Afzalpur PS,2016,1
Kalaburagi,Afzalpur PS,2017,20
Kalaburagi,Afzalpur PS,2018,38
Kalaburagi,Afzalpur PS,2019,47
Kalaburagi,Afzalpur PS,2020,36
Kalaburagi,Afzalpur PS,2021,39
Kalaburagi,Afzalpur PS,2022,52
Kalaburagi,Afzalpur PS,2023,34
Kalaburagi,Alland PS,2016,11
Kalaburagi,Alland PS,2017,32
Kalaburagi,Alland PS,2018,44
Kalaburagi,Alland PS,2019,52
Kalaburagi,Alland PS,2020,46
Kalaburagi,Alland PS,2021,34
Kalaburagi,Alland PS,2022,31
Kalaburagi,Alland PS,2023,37
Kalaburagi,Chincholi PS,2016,34
Kalaburagi,Chincholi PS,2017,45
Kalaburagi,Chincholi PS,2018,51
Kalaburagi,Chincholi PS,2019,38
Kalaburagi,Chincholi PS,2020,42
Kalaburagi,Chincholi PS,2021,49
Kalaburagi,Chincholi PS,2022,48
Kalaburagi,Chincholi PS,2023,31
Kalaburagi,Chittapura PS,2016,30
Kalaburagi,Chittapura PS,2017,5
Kalaburagi,Chittapura PS,2018,19
Kalaburagi,Chittapura PS,2019,17
Kalaburagi,Chittapura PS,2020,14
Kalaburagi,Chittapura PS,2021,30
Kalaburagi,Chittapura PS,2022,21
Kalaburagi,Chittapura PS,2023,21
Kalaburagi,Devalagangapur PS,2016,1
Kalaburagi,Devalagangapur PS,2017,19
Kalaburagi,Devalagangapur PS,2018,25
Kalaburagi,Devalagangapur PS,2019,24
Kalaburagi,Devalagangapur PS,2020,29
Kalaburagi,Devalagangapur PS,2021,46
Kalaburagi,Devalagangapur PS,2022,50
Kalaburagi,Devalagangapur PS,2023,47
Kalaburagi,Jewargi PS,2016,16
Kalaburagi,Jewargi PS,2017,50
Kalaburagi,Jewargi PS,2018,74
Kalaburagi,Jewargi PS,2019,63
Kalaburagi,Jewargi PS,2020,69
Kalaburagi,Jewargi PS,2021,57
Kalaburagi,Jewargi PS,2022,53
Kalaburagi,Jewargi PS,2023,58
Kalaburagi,Kalagi PS,2016,3
Kalaburagi,Kalagi PS,2017,14
Kalaburagi,Kalagi PS,2018,22
Kalaburagi,Kalagi PS,2019,14
Kalaburagi,Kalagi PS,2020,22
Kalaburagi,Kalagi PS,2021,15
Kalaburagi,Kalagi PS,2022,20
Kalaburagi,Kalagi PS,2023,14
Kalaburagi,Kamalapur PS,2016,15
Kalaburagi,Kamalapur PS,2017,31
Kalaburagi,Kamalapur PS,2018,42
Kalaburagi,Kamalapur PS,2019,41
Kalaburagi,Kamalapur PS,2020,52
Kalaburagi,Kamalapur PS,2021,34
Kalaburagi,Kamalapur PS,2022,50
Kalaburagi,Kamalapur PS,2023,35
Kalaburagi,Kunchavaram PS,2016,1
Kalaburagi,Kunchavaram PS,2017,2
Kalaburagi,Kunchavaram PS,2018,5
Kalaburagi,Kunchavaram PS,2019,4
Kalaburagi,Kunchavaram PS,2020,8
Kalaburagi,Kunchavaram PS,2021,6
Kalaburagi,Kunchavaram PS,2022,18
Kalaburagi,Kunchavaram PS,2023,10
Kalaburagi,Kurakunta PS,2016,2
Kalaburagi,Kurakunta PS,2017,4
Kalaburagi,Kurakunta PS,2018,3
Kalaburagi,Kurakunta PS,2019,3
Kalaburagi,Kurakunta PS,2020,6
Kalaburagi,Kurakunta PS,2021,6
Kalaburagi,Kurakunta PS,2022,5
Kalaburagi,Kurakunta PS,2023,12
Kalaburagi,Madanahipparga PS,2016,10
Kalaburagi,Madanahipparga PS,2017,10
Kalaburagi,Madanahipparga PS,2018,10
Kalaburagi,Madanahipparga PS,2019,13
Kalaburagi,Madanahipparga PS,2020,5
Kalaburagi,Madanahipparga PS,2021,9
Kalaburagi,Madanahipparga PS,2022,15
Kalaburagi,Madanahipparga PS,2023,9
Kalaburagi,Madbool PS,2016,16
Kalaburagi,Madbool PS,2017,16
Kalaburagi,Madbool PS,2018,29
Kalaburagi,Madbool PS,2019,32
Kalaburagi,Madbool PS,2020,28
Kalaburagi,Madbool PS,2021,33
Kalaburagi,Madbool PS,2022,27
Kalaburagi,Madbool PS,2023,32
Kalaburagi,Mahagoan PS,2016,11
Kalaburagi,Mahagoan PS,2017,29
Kalaburagi,Mahagoan PS,2018,38
Kalaburagi,Mahagoan PS,2019,38
Kalaburagi,Mahagoan PS,2020,44
Kalaburagi,Mahagoan PS,2021,43
Kalaburagi,Mahagoan PS,2022,57
Kalaburagi,Mahagoan PS,2023,44
Kalaburagi,Malkhed PS,2017,29
Kalaburagi,Malkhed PS,2018,21
Kalaburagi,Malkhed PS,2019,19
Kalaburagi,Malkhed PS,2020,14
Kalaburagi,Malkhed PS,2021,14
Kalaburagi,Malkhed PS,2022,24
Kalaburagi,Malkhed PS,2023,22
Kalaburagi,Miryan PS,2017,8
Kalaburagi,Miryan PS,2018,9
Kalaburagi,Miryan PS,2019,20
Kalaburagi,Miryan PS,2020,8
Kalaburagi,Miryan PS,2021,14
Kalaburagi,Miryan PS,2022,9
Kalaburagi,Miryan PS,2023,7
Kalaburagi,Mudhol PS,2016,35
Kalaburagi,Mudhol PS,2017,35
Kalaburagi,Mudhol PS,2018,30
Kalaburagi,Mudhol PS,2019,31
Kalaburagi,Mudhol PS,2020,34
Kalaburagi,Mudhol PS,2021,35
Kalaburagi,Mudhol PS,2022,25
Kalaburagi,Mudhol PS,2023,30
Kalaburagi,Narona PS,2016,16
Kalaburagi,Narona PS,2017,16
Kalaburagi,Narona PS,2018,24
Kalaburagi,Narona PS,2019,48
Kalaburagi,Narona PS,2020,39
Kalaburagi,Narona PS,2021,38
Kalaburagi,Narona PS,2022,35
Kalaburagi,Narona PS,2023,36
Kalaburagi,Nelogi PS,2017,9
Kalaburagi,Nelogi PS,2018,36
Kalaburagi,Nelogi PS,2019,36
Kalaburagi,Nelogi PS,2020,30
Kalaburagi,Nelogi PS,2021,34
Kalaburagi,Nelogi PS,2022,27
Kalaburagi,Nelogi PS,2023,32
Kalaburagi,Nimbarga PS,2016,3
Kalaburagi,Nimbarga PS,2017,17
Kalaburagi,Nimbarga PS,2018,21
Kalaburagi,Nimbarga PS,2019,26
Kalaburagi,Nimbarga PS,2020,17
Kalaburagi,Nimbarga PS,2021,15
Kalaburagi,Nimbarga PS,2022,20
Kalaburagi,Nimbarga PS,2023,16
Kalaburagi,Ratkal PS,2016,10
Kalaburagi,Ratkal PS,2017,18
Kalaburagi,Ratkal PS,2018,19
Kalaburagi,Ratkal PS,2019,20
Kalaburagi,Ratkal PS,2020,17
Kalaburagi,Ratkal PS,2021,17
Kalaburagi,Ratkal PS,2022,18
Kalaburagi,Ratkal PS,2023,10
Kalaburagi,Revoor PS,2016,3
Kalaburagi,Revoor PS,2017,15
Kalaburagi,Revoor PS,2018,10
Kalaburagi,Revoor PS,2019,13
Kalaburagi,Revoor PS,2020,17
Kalaburagi,Revoor PS,2021,16
Kalaburagi,Revoor PS,2022,23
Kalaburagi,Revoor PS,2023,14
Kalaburagi,Sedam PS,2016,2
Kalaburagi,Sedam PS,2017,27
Kalaburagi,Sedam PS,2018,55
Kalaburagi,Sedam PS,2019,66
Kalaburagi,Sedam PS,2020,69
Kalaburagi,Sedam PS,2021,43
Kalaburagi,Sedam PS,2022,54
Kalaburagi,Sedam PS,2023,50
Kalaburagi,Shahabad Town PS,2016,24
Kalaburagi,Shahabad Town PS,2017,35
Kalaburagi,Shahabad Town PS,2018,35
Kalaburagi,Shahabad Town PS,2019,40
Kalaburagi,Shahabad Town PS,2020,50
Kalaburagi,Shahabad Town PS,2021,29
Kalaburagi,Shahabad Town PS,2022,43
Kalaburagi,Shahabad Town PS,2023,44
Kalaburagi,Sulepet PS,2016,10
Kalaburagi,Sulepet PS,2017,34
Kalaburagi,Sulepet PS,2018,24
Kalaburagi,Sulepet PS,2019,17
Kalaburagi,Sulepet PS,2020,23
Kalaburagi,Sulepet PS,2021,19
Kalaburagi,Sulepet PS,2022,24
Kalaburagi,Sulepet PS,2023,20
Kalaburagi,Wadi PS,2016,29
Kalaburagi,Wadi PS,2017,35
Kalaburagi,Wadi PS,2018,44
Kalaburagi,Wadi PS,2019,33
Kalaburagi,Wadi PS,2020,50
Kalaburagi,Wadi PS,2021,39
Kalaburagi,Wadi PS,2022,33
Kalaburagi,Wadi PS,2023,46
Kalaburagi,Yedrami PS,2016,2
Kalaburagi,Yedrami PS,2017,19
Kalaburagi,Yedrami PS,2018,15
Kalaburagi,Yedrami PS,2019,19
Kalaburagi,Yedrami PS,2020,28
Kalaburagi,Yedrami PS,2021,19
Kalaburagi,Yedrami PS,2022,23
Kalaburagi,Yedrami PS,2023,23
Kalaburagi City,Ferhatabad PS,2016,8
Kalaburagi City,Ferhatabad PS,2017,38
Kalaburagi City,Ferhatabad PS,2018,48
Kalaburagi City,Ferhatabad PS,2019,15
Kalaburagi City,Kalaburagi Traffic I PS,2016,154
Kalaburagi City,Kalaburagi Traffic I PS,2017,136
Kalaburagi City,Kalaburagi Traffic I PS,2018,126
Kalaburagi City,Kalaburagi Traffic I PS,2019,159
Kalaburagi City,Kalaburagi Traffic I PS,2020,156
Kalaburagi City,Kalaburagi Traffic I PS,2021,173
Kalaburagi City,Kalaburagi Traffic I PS,2022,158
Kalaburagi City,Kalaburagi Traffic I PS,2023,117
Kalaburagi City,Kalaburagi Traffic II PS,2016,69
Kalaburagi City,Kalaburagi Traffic II PS,2017,70
Kalaburagi City,Kalaburagi Traffic II PS,2018,57
Kalaburagi City,Kalaburagi Traffic II PS,2019,279
Kalaburagi City,Kalaburagi Traffic II PS,2020,256
Kalaburagi City,Kalaburagi Traffic II PS,2021,274
Kalaburagi City,Kalaburagi Traffic II PS,2022,281
Kalaburagi City,Kalaburagi Traffic II PS,2023,329
Kalaburagi City,MB Nagar PS,2016,6
Kalaburagi City,MB Nagar PS,2017,14
Kalaburagi City,MB Nagar PS,2018,25
Kalaburagi City,MB Nagar PS,2019,10
Kalaburagi City,Station Bazar PS,2017,1
Kalaburagi City,Sub Urban PS,2016,117
Kalaburagi City,Sub Urban PS,2017,102
Kalaburagi City,Sub Urban PS,2018,105
Kalaburagi City,Sub Urban PS,2019,36
Kalaburagi City,Sub Urban PS,2021,1
Kalaburagi City,University PS,2016,8
Kalaburagi City,University PS,2017,97
Kalaburagi City,University PS,2018,89
Kalaburagi City,University PS,2019,13
Karnataka Railways,Ballari Rly PS,2019,1
Karnataka Railways,Belagavi Rly PS,2016,1
Karnataka Railways,Bengaluru Cantonment Rly PS,2019,1
Karnataka Railways,Bengaluru Cantonment Rly PS,2023,2
Karnataka Railways,Bengaluru City Rly PS,2016,1
Karnataka Railways,Bengaluru City Rly PS,2017,1
Karnataka Railways,Bengaluru City Rly PS,2018,1
Karnataka Railways,Bengaluru City Rly PS,2019,1
Karnataka Railways,Bengaluru City Rly PS,2020,1
Karnataka Railways,Bengaluru Rural Rly PS,2017,1
Karnataka Railways,Bengaluru Rural Rly PS,2019,3
Karnataka Railways,Bengaluru Rural Rly PS,2021,1
Karnataka Railways,Bengaluru Rural Rly PS,2022,1
Karnataka Railways,Bengaluru Rural Rly PS,2023,1
Karnataka Railways,Byappanahalli Rly PS,2017,1
Karnataka Railways,Byappanahalli Rly PS,2022,1
Karnataka Railways,Davanagere Rly PS,2017,3
Karnataka Railways,Davanagere Rly PS,2019,2
Karnataka Railways,Davanagere Rly PS,2022,1
Karnataka Railways,Hubballi Rly PS,2017,1
Karnataka Railways,Hubballi Rly PS,2019,1
Karnataka Railways,Hubballi Rly PS,2020,1
Karnataka Railways,Hubballi Rly PS,2022,1
Karnataka Railways,Mangaluru Rly PS,2016,1
Karnataka Railways,Mysuru Rly PS,2022,1
Karnataka Railways,Shivamogga Rly PS,2016,1
Karnataka Railways,Shivamogga Rly PS,2018,1
Karnataka Railways,Shivamogga Rly PS,2019,3
Karnataka Railways,Vijayapura Rly PS,2017,1
Karnataka Railways,Vijayapura Rly PS,2019,1
Karnataka Railways,Vijayapura Rly PS,2020,1
Kodagu,Bhagamandala PS,2016,6
Kodagu,Bhagamandala PS,2017,9
Kodagu,Bhagamandala PS,2018,12
Kodagu,Bhagamandala PS,2019,12
Kodagu,Bhagamandala PS,2020,7
Kodagu,Bhagamandala PS,2021,9
Kodagu,Bhagamandala PS,2022,2
Kodagu,Bhagamandala PS,2023,7
Kodagu,Gonikoppa PS,2016,29
Kodagu,Gonikoppa PS,2017,36
Kodagu,Gonikoppa PS,2018,30
Kodagu,Gonikoppa PS,2019,43
Kodagu,Gonikoppa PS,2020,38
Kodagu,Gonikoppa PS,2021,40
Kodagu,Gonikoppa PS,2022,62
Kodagu,Gonikoppa PS,2023,61
Kodagu,Kushalanagar Rural PS,2016,41
Kodagu,Kushalanagar Rural PS,2017,8
Kodagu,Kushalanagar Rural PS,2018,7
Kodagu,Kushalanagar Rural PS,2019,12
Kodagu,Kushalanagar Rural PS,2020,7
Kodagu,Kushalanagar Rural PS,2021,12
Kodagu,Kushalanagar Rural PS,2022,10
Kodagu,Kushalanagar Rural PS,2023,18
Kodagu,Kushalnagar Town PS,2016,49
Kodagu,Kushalnagar Traffic PS,2016,4
Kodagu,Kushalnagar Traffic PS,2017,114
Kodagu,Kushalnagar Traffic PS,2018,105
Kodagu,Kushalnagar Traffic PS,2019,84
Kodagu,Kushalnagar Traffic PS,2020,72
Kodagu,Kushalnagar Traffic PS,2021,70
Kodagu,Kushalnagar Traffic PS,2022,84
Kodagu,Kushalnagar Traffic PS,2023,82
Kodagu,Kutta PS,2016,7
Kodagu,Kutta PS,2017,9
Kodagu,Kutta PS,2018,3
Kodagu,Kutta PS,2019,7
Kodagu,Kutta PS,2020,6
Kodagu,Kutta PS,2021,5
Kodagu,Kutta PS,2022,5
Kodagu,Kutta PS,2023,8
Kodagu,Madikeri Rural PS,2016,91
Kodagu,Madikeri Rural PS,2017,105
Kodagu,Madikeri Rural PS,2018,93
Kodagu,Madikeri Rural PS,2019,52
Kodagu,Madikeri Rural PS,2020,50
Kodagu,Madikeri Rural PS,2021,42
Kodagu,Madikeri Rural PS,2022,71
Kodagu,Madikeri Rural PS,2023,75
Kodagu,Madikeri Traffic  PS,2016,37
Kodagu,Madikeri Traffic  PS,2017,23
Kodagu,Madikeri Traffic  PS,2018,50
Kodagu,Madikeri Traffic  PS,2019,23
Kodagu,Madikeri Traffic  PS,2020,26
Kodagu,Madikeri Traffic  PS,2021,23
Kodagu,Madikeri Traffic  PS,2022,23
Kodagu,Madikeri Traffic  PS,2023,39
Kodagu,Napoklu PS,2016,14
Kodagu,Napoklu PS,2017,16
Kodagu,Napoklu PS,2018,12
Kodagu,Napoklu PS,2019,11
Kodagu,Napoklu PS,2020,4
Kodagu,Napoklu PS,2021,10
Kodagu,Napoklu PS,2022,14
Kodagu,Napoklu PS,2023,16
Kodagu,Ponnampet PS,2016,33
Kodagu,Ponnampet PS,2017,9
Kodagu,Ponnampet PS,2018,33
Kodagu,Ponnampet PS,2019,27
Kodagu,Ponnampet PS,2020,17
Kodagu,Ponnampet PS,2021,19
Kodagu,Ponnampet PS,2022,26
Kodagu,Ponnampet PS,2023,28
Kodagu,Shanivarasanthe PS,2016,40
Kodagu,Shanivarasanthe PS,2017,41
Kodagu,Shanivarasanthe PS,2018,37
Kodagu,Shanivarasanthe PS,2019,32
Kodagu,Shanivarasanthe PS,2020,36
Kodagu,Shanivarasanthe PS,2021,25
Kodagu,Shanivarasanthe PS,2022,19
Kodagu,Shanivarasanthe PS,2023,42
Kodagu,Siddapura PS,2016,13
Kodagu,Siddapura PS,2017,23
Kodagu,Siddapura PS,2018,18
Kodagu,Siddapura PS,2019,20
Kodagu,Siddapura PS,2020,21
Kodagu,Siddapura PS,2021,12
Kodagu,Siddapura PS,2022,10
Kodagu,Siddapura PS,2023,9
Kodagu,Somwarpet PS,2016,42
Kodagu,Somwarpet PS,2017,54
Kodagu,Somwarpet PS,2018,37
Kodagu,Somwarpet PS,2019,33
Kodagu,Somwarpet PS,2020,27
Kodagu,Somwarpet PS,2021,16
Kodagu,Somwarpet PS,2022,23
Kodagu,Somwarpet PS,2023,42
Kodagu,Srimangala PS,2016,8
Kodagu,Srimangala PS,2017,9
Kodagu,Srimangala PS,2018,6
Kodagu,Srimangala PS,2019,11
Kodagu,Srimangala PS,2020,5
Kodagu,Srimangala PS,2021,11
Kodagu,Srimangala PS,2022,15
Kodagu,Srimangala PS,2023,7
Kodagu,Sunticoppa PS,2016,28
Kodagu,Sunticoppa PS,2017,39
Kodagu,Sunticoppa PS,2018,39
Kodagu,Sunticoppa PS,2019,37
Kodagu,Sunticoppa PS,2020,25
Kodagu,Sunticoppa PS,2021,19
Kodagu,Sunticoppa PS,2022,27
Kodagu,Sunticoppa PS,2023,34
Kodagu,Virajpet Rural PS,2016,47
Kodagu,Virajpet Rural PS,2017,32
Kodagu,Virajpet Rural PS,2018,28
Kodagu,Virajpet Rural PS,2019,36
Kodagu,Virajpet Rural PS,2020,24
Kodagu,Virajpet Rural PS,2021,36
Kodagu,Virajpet Rural PS,2022,32
Kodagu,Virajpet Rural PS,2023,28
Kodagu,Virajpet Town PS,2016,44
Kodagu,Virajpet Town PS,2017,25
Kodagu,Virajpet Town PS,2018,21
Kodagu,Virajpet Town PS,2019,17
Kodagu,Virajpet Town PS,2020,14
Kodagu,Virajpet Town PS,2021,21
Kodagu,Virajpet Town PS,2022,17
Kodagu,Virajpet Town PS,2023,23
Kolar,Gownapalli PS,2016,9
Kolar,Gownapalli PS,2017,24
Kolar,Gownapalli PS,2018,14
Kolar,Gownapalli PS,2019,17
Kolar,Gownapalli PS,2020,14
Kolar,Gownapalli PS,2021,10
Kolar,Gownapalli PS,2022,22
Kolar,Gownapalli PS,2023,14
Kolar,Kolar Rural PS,2016,151
Kolar,Kolar Rural PS,2017,117
Kolar,Kolar Rural PS,2018,109
Kolar,Kolar Rural PS,2019,134
Kolar,Kolar Rural PS,2020,108
Kolar,Kolar Rural PS,2021,90
Kolar,Kolar Rural PS,2022,119
Kolar,Kolar Rural PS,2023,144
Kolar,Kolar Traffic PS,2016,68
Kolar,Kolar Traffic PS,2017,98
Kolar,Kolar Traffic PS,2018,96
Kolar,Kolar Traffic PS,2019,96
